car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Hiace GL 2014,Toyota,Hiace,2017,2014,Automatic,MPV,"CNG, Octane",2000,48990,2662200
Nissan X-Trail 2017,Nissan,X-Trail,2018,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,71664,4732800
Toyota Axio X 2016,Toyota,Axio,2020,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56000,2088000
Toyota Spacio Sunroof & Moonroof 2001,Toyota,Spacio,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,65236,1073000
Nissan X-Trail . 2019,Nissan,X-Trail,2022,2019,Automatic,SUV / 4x4,Hybrid,2000,48000,4190000
Toyota Premio F 2006,Toyota,Premio,2023,2021,Automatic,Saloon,Octane,1500,89000,4525000
Toyota Aqua (G) Super Fresh 2013,Toyota,Aqua,2018,2013,Automatic,Hatchback,Hybrid,1500,67000,1380000
Toyota Hiace SUPER GL 2014,Toyota,Hiace,2017,2014,Automatic,MPV,"Petrol, Octane, LPG",2000,97000,3130000
Toyota Noah GI 2017,Toyota,Noah,2017,2017,Automatic,MPV,"Petrol, Hybrid, Octane",2000,44000,3686400
Mitsubishi Lancer . 2009,Mitsubishi,Lancer,2009,2009,Automatic,Saloon,"Octane, LPG",1300,71000,950000
Toyota Premio red colour 2008,Toyota,Premio,2012,2010,Automatic,Saloon,"CNG, Octane",1500,51000,2250000
Nissan Urvan Dx 2010,Nissan,Urvan,2010,2010,Manual,MPV,"CNG, Octane",2400,84652,1194800
Honda Vezel Z Sensing 2018,Honda,Vezel,2023,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1500,40122,3100000
Honda Vezel Z Package 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,61500,1950000
Honda Grace 2014,Honda,Grace,2016,2014,Automatic,Saloon,"Hybrid, Octane",1500,45243,1914000
Toyota Premio G SUPERIOR 2008,Toyota,Premio,2013,2008,Automatic,Saloon,Octane,1500,55400,1970000
Toyota Premio F 2010,Toyota,Premio,2012,2010,Automatic,Saloon,Octane,1500,83000,2200000
Honda H-RV G 2019,Honda,H-RV,2020,2019,Automatic,SUV / 4x4,Octane,1500,9000,3816400
Mitsubishi Pajero Nativa 2003,Mitsubishi,Pajero,2006,2003,Automatic,SUV / 4x4,Octane,2972,90000,1618200
Toyota Alphard 2005,Toyota,Alphard,2007,2007,Automatic,MPV,Petrol,2400,152874,3480000
Toyota Vitz 2009,Toyota,Vitz,2011,2009,Automatic,Hatchback,Octane,1500,60000,1020800
Toyota Corolla X 2002,Toyota,Corolla,2003,2002,Automatic,Saloon,"CNG, Octane",1500,65000,986000
Toyota Prius 2016,Toyota,Prius,2017,2016,Automatic,Hatchback,Hybrid,1800,45000,2668000
Mitsubishi Lancer glx 2008,Mitsubishi,Lancer,2009,2008,Automatic,Saloon,"CNG, Octane",1300,100000,754000
Toyota Noah 2016,Toyota,Noah,2019,2016,Automatic,MPV,"Hybrid, Octane",1800,34175,2969600
Toyota Alphard 2005,Toyota,Alphard,2008,2005,Automatic,MPV,Octane,2400,45000,2314200
Toyota Vitz 2010,Toyota,Vitz,2013,2010,Automatic,Hatchback,Octane,1300,51504,1102000
Toyota Aqua G 2014,Toyota,Aqua,2021,2014,Automatic,Hatchback,Hybrid,1500,53000,1430000
Toyota Axio X 2010,Toyota,Axio,2013,2010,Automatic,Saloon,"Petrol, CNG, Octane",1500,65000,1496400
Toyota Axio X 2009,Toyota,Axio,2015,2009,Automatic,Saloon,"CNG, Octane",1500,70000,1334000
Toyota Harrier 2018,Toyota,Harrier,2020,2018,Automatic,SUV / 4x4,"Petrol, Octane",2000,11000,9604800
Toyota Axio 2015,Toyota,Axio,2019,2015,Automatic,Saloon,"Hybrid, Octane",1500,28889,1832800
Toyota Noah 2003,Toyota,Noah,2005,2003,Automatic,MPV,Octane,2000,80000,1119400
Kia Sportage 2006,Kia,Sportage,2008,2006,Automatic,SUV / 4x4,"Octane, CNG",2000,70000,1252800
Toyota Premio F 2006,Toyota,Premio,2012,2006,Automatic,Saloon,Octane,1500,115000,1555000
Nissan Sunny 2005,Nissan,Sunny,2005,2005,Automatic,Saloon,"Octane, CNG",1300,60000,690200
Toyota Premio F 2006,Toyota,Premio,2012,2006,Automatic,Saloon,Octane,1500,115000,1555000
Mitsubishi Lancer . 2009,Mitsubishi,Lancer,2009,2009,Automatic,Saloon,"Octane, LPG",1300,71000,950000
BMW 3 Series 320i 2005,BMW,3 Series,2005,2005,Automatic,Saloon,Octane,2000,43000,1930000
Toyota Wish G LTD 7 SEAT 2004,Toyota,Wish,2005,2004,Automatic,Estate,"CNG, Octane",1800,88611,1258600
Toyota Corolla 110 XE Saloon 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"CNG, Octane",1500,117328,638000
Toyota LiteAce 2011,Toyota,LiteAce,2013,2011,Automatic,MPV,"Petrol, CNG, Octane",1500,100000,493000
Honda Vezel 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,46500,1785000
Toyota Premio F 2005,Toyota,Premio,2008,2005,Automatic,Saloon,Octane,1500,75000,1491000
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,62300,774880
Mitsubishi Lancer EX 2010,Mitsubishi,Lancer,2011,2010,Automatic,Saloon,Octane,1500,66489,1490000
Honda Grace DX 2016,Honda,Grace,2019,2016,Automatic,Saloon,"Petrol, Hybrid",1500,28907,1914000
Honda Vezel 2014,Honda,Vezel,2015,2014,Automatic,Saloon,"Hybrid, Octane",1500,51000,2157600
Toyota Succeed 2003,Toyota,Succeed,2005,2003,Automatic,Estate,"CNG, Octane",1500,74500,694840
Toyota Corolla 110 1997,Toyota,Corolla,1999,1997,Automatic,Saloon,"CNG, Octane",1500,56000,754000
Honda Fit G 2004,Honda,Fit,2005,2004,Automatic,Hatchback,"CNG, Octane",1300,46000,759800
Toyota Prado Land Cruiser 2017,Toyota,Prado,2019,2017,Automatic,SUV / 4x4,Octane,2700,44661,13500000
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,Hybrid,1500,36800,2291000
Nissan Sunny 2006,Nissan,Sunny,2006,2006,Automatic,Saloon,"CNG, Octane",1300,76400,695000
Toyota Prado TX 2002,Toyota,Prado,2006,2002,Automatic,SUV / 4x4,Octane,1500,71000,3100000
Honda CR-V 2020,Honda,CR-V,2023,2020,Automatic,SUV / 4x4,"Petrol, Octane",1500,509,7192000
Toyota Noah S 2002,Toyota,Noah,2004,2002,Automatic,MPV,"CNG, Octane",2000,90000,1119400
BMW 328i . 1995,BMW,328i,2001,1995,Automatic,Saloon,"CNG, Octane",1500,89500,1130000
Toyota Fielder corolla x 2005,Toyota,Fielder,2010,2005,Automatic,Estate,"Octane, LPG",1500,80000,1195000
Honda CR-V g 2012,Honda,CR-V,2014,2012,Automatic,SUV / 4x4,Octane,2000,32435,3306000
Nissan Sunny 2000,Nissan,Sunny,2001,2000,Automatic,Saloon,"Petrol, CNG, Octane",1300,100000,520000
Toyota Prado 4x4 1999,Toyota,Prado,2000,1999,Manual,SUV / 4x4,"CNG, Octane",2700,155000,1020000
Toyota Sprinter 100 1992,Toyota,Sprinter,1995,1992,Automatic,Saloon,"CNG, Octane",1331,95000,324800
Toyota Hiace HIACE GL 2004,Toyota,Hiace,2008,2004,Automatic,MPV,"CNG, Octane",1996,121000,1380400
Toyota Premio FEX 2017,Toyota,Premio,2020,2017,Automatic,Saloon,"Petrol, Octane",1500,28987,3572800
Toyota Axio X Fielder 2011,Toyota,Axio,2015,2011,Automatic,Hatchback,Octane,1500,47000,1589200
Nissan Bluebird Shilpa 2007,Nissan,Bluebird,2013,2007,Automatic,Saloon,"Octane, LPG",1500,61000,1210000
Toyota Aqua G Package 2013,Toyota,Aqua,2019,2013,Automatic,Hatchback,Hybrid,1500,72300,1225000
Toyota Hiace Ambulance 2015,Toyota,Hiace,2017,2015,Automatic,MPV,"Petrol, Octane",2000,39467,1612400
Toyota C-HR G 2017,Toyota,C-HR,2021,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,15038,3538000
Toyota Corolla 100 Lx limited 1991,Toyota,Corolla,1992,1991,Automatic,Saloon,"CNG, Octane",1500,135000,423400
BMW 3 Series 320i 2005,BMW,3 Series,2006,2005,Automatic,Saloon,Octane,2000,61000,1950000
Toyota Harrier 2015,Toyota,Harrier,2018,2015,Automatic,SUV / 4x4,Octane,2000,29356,6954200
Honda CR-Z 2014,Honda,CR-Z,2015,2014,Automatic,SUV / 4x4,Hybrid,1500,17000,2030000
Honda Grace 2016,Honda,Grace,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,2227200
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,62300,774880
Toyota Coaster 2013,Toyota,Coaster,2015,2013,Manual,MPV,Diesel,4200,52000,2030000
Toyota Vitz . 2001,Toyota,Vitz,2006,2001,Automatic,Hatchback,Petrol,1000,50000,550000
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"CNG, Octane",2000,38000,1484800
Toyota Allion MICA 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Hybrid,1500,28000,3054000
Toyota Starlet Soleil 1992,Toyota,Starlet,2000,1995,Automatic,Hatchback,"Petrol, CNG",1300,135773,406000
Toyota Premio F 2006,Toyota,Premio,2019,2016,Automatic,Saloon,Octane,1500,89000,3125000
Toyota Corolla X 2003,Toyota,Corolla,2005,2003,Automatic,Saloon,"CNG, Octane",1500,65732,1075320
Mitsubishi Lancer EX 2016,Mitsubishi,Lancer,2019,2016,Automatic,Saloon,Octane,1500,75000,1890000
Toyota Passo sette g 2011,Toyota,Passo,2013,2011,Automatic,Hatchback,Octane,1500,32343,1612400
Toyota Corolla 1997,Toyota,Corolla,2003,1997,Automatic,Saloon,"CNG, Octane",1500,280000,522000
"Toyota Noah X Edition,,, 2004",Toyota,Noah,2009,2004,Automatic,MPV,"CNG, Octane",2000,79532,1295000
Toyota Prado 2012,Toyota,Prado,2014,2012,Automatic,SUV / 4x4,"CNG, Octane",2700,41000,7840000
Toyota C-HR G LED 2018,Toyota,C-HR,2021,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,28970,3883680
Toyota Premio G Superior 2011,Toyota,Premio,2018,2015,Automatic,Saloon,Octane,1500,47800,2596600
Toyota Hiace 2016,Toyota,Hiace,2020,2016,Automatic,MPV,"Petrol, Octane",1500,44560,2668000
Toyota Raum 2006,Toyota,Raum,2009,2006,Automatic,Hatchback,Octane,1500,58652,1142600
Nissan Juke 2011,Nissan,Juke,2013,2015,Automatic,SUV / 4x4,Octane,1500,54000,1473200
Honda CR-V 2000,Honda,CR-V,2004,2000,Automatic,SUV / 4x4,Octane,2000,68452,1142600
Toyota Noah X Smart 2008,Toyota,Noah,2010,2008,Automatic,MPV,"CNG, Octane",2000,75000,1925600
Toyota Axio G 2008,Toyota,Axio,2010,2008,Automatic,Saloon,"CNG, Octane",1500,54000,1270200
Nissan Pathfinder 1993,Nissan,Jeep,1997,1993,Manual,SUV,Diesel,2400,203162,440800
Nissan Bluebird red 2013,Nissan,Bluebird,2014,2013,Automatic,Saloon,Octane,1600,52000,1530000
Toyota Axio X 2013,Toyota,Axio,2017,2013,Automatic,Saloon,"CNG, Octane",1500,65308,1687800
Toyota Starlet 1994,Toyota,Starlet,1997,1996,Manual,Hatchback,Octane,1300,179724,348000
Toyota Axio G ltd 2011,Toyota,Axio,2013,2011,Automatic,Saloon,Octane,1500,38550,1502200
Toyota Probox GL 2011,Toyota,Probox,2012,2011,Automatic,Saloon,"CNG, Octane",1500,75320,1032400
Toyota Aqua G 2014,Toyota,Aqua,2021,2014,Automatic,Hatchback,Hybrid,1500,53000,1430000
Toyota AXIO-G 2008,Toyota,Axio,2011,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,53000,1229600
BMW X5 2014,BMW,X5,2014,2014,Automatic,SUV / 4x4,Diesel,3000,47900,7800000
Toyota ist octane drive 2004,Toyota,ist,2009,2004,Automatic,Hatchback,Octane,1300,73145,896000
Toyota Fielder x 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,94000,2088000
Toyota Noah HV G LTD PUSH 1DP NS 2018,Toyota,Noah,2020,2018,Automatic,MPV,"Hybrid, Octane",1800,81000,3240000
BMW 5 Series X5 2014,BMW,5 Series,2014,2014,Automatic,SUV / 4x4,Diesel,1996,19996,7300000
Toyota Axio Wxb 2017,Toyota,Axio,2019,2017,Automatic,Saloon,Octane,1500,11598,3016000
Toyota Premio 2008,Toyota,Premio,2010,2008,Automatic,Saloon,"CNG, Octane",1500,86000,1700600
Toyota Noah X SMART PKG. 2011,Toyota,Noah,2014,2011,Automatic,MPV,"CNG, Octane",2000,73388,2395400
Toyota Carina DX 1991,Toyota,Carina,1995,1991,Automatic,Saloon,"CNG, Octane",1500,99564,301600
